t_nav_pdf|General Quiz||0|1|2|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Science Quiz||0|1|3|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|History|General Quiz|1|0|a.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/Paybill%20Reports.pdf
t_nav_pdf|Chemistry|Science Quiz|1|1|icon_chemistry.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Biology|Science Quiz|1|1|icon_biology.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Physics|Science Quiz|1|1|4|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Botany|Biology|2|0|icon_botany.png|apdf|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Zoology|Biology|2|1|icon_zoology.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Organic|Chemistry|2|1|icon_organic.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Physical Chem|Chemistry|2|0|icon_physical.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Mechanics|Physics|2|1|icon_mechanics.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_pdf|Thermodynamics|Physics|2|0|icon_thermo.png|a|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/28th%20Oct%202018%20S1_90898813.pdf
t_nav_mcq|General Quiz||0|1|ABC|a|1|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/historyquiz.csv
t_nav_mcq|Science Quiz||0|1|ABC|a|1|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/historyquiz.csv
t_nav_mcq|History|General Quiz|1|0|historyquiz.csv|a|1|https://cdn.jsdelivr.net/gh/kamleshwebnet/book_html/historyquiz.csv
t_radio|AIR|Air News|img_fm_airnews.jpg|https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio002/hlspbaudio00264kbps.m3u8
t_radio|AIR|FM Gold Delhi|img_fm_gold|https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio005/hlspbaudio005_Auto.m3u8
t_radio|AIR|FM Rainbow|img_fm_rainbow|https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio004/hlspbaudio00464kbps.m3u8
t_radio|AIR|Vividh Bharti|img_fm_vividhbharti|https://air.pc.cdn.bitgravity.com/air/live/pbaudio001/chunklist.m3u8
t_radio|AIR|AIR Chennai FM Rainbow||https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/chunklist.m3u8
t_radio|AIR|World Service 1||https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio231/hlspbaudio23164kbps.m3u8
t_radio|AIR|World Service 2||https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio232/hlspbaudio23264kbps.m3u8
t_radio|AIR|FM Gold Mumbai||https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio007/hlspbaudio00764kbps.m3u8
t_radio|AIR|FM Rainbow Mumbai||https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio008/hlspbaudio00864kbps.m3u8
t_radio|MP AIR|Balaghat FM|img_fm_balaghat|https://air.pc.cdn.bitgravity.com/air/live/pbaudio091/playlist.m3u8
t_radio|MP AIR|Betul FM|img_fm_betul|https://air.pc.cdn.bitgravity.com/air/live/pbaudio108/playlist.m3u8
t_radio|MP AIR|Bhopal FM|img_fm_bhopal|https://air.pc.cdn.bitgravity.com/air/live/pbaudio146/chunklist.m3u8
t_radio|MP AIR|Chatarpur FM|img_fm_chhatarpur|https://air.pc.cdn.bitgravity.com/air/live/pbaudio104/playlist.m3u8
t_radio|MP AIR|Chhindwara FM|img_fm_chhindwara|https://air.pc.cdn.bitgravity.com/air/live/pbaudio113/playlist.m3u8
t_radio|MP AIR|Guna FM|img_fm_guna|https://air.pc.cdn.bitgravity.com/air/live/pbaudio115/playlist.m3u8
t_radio|MP AIR|Gwalior FM|img_fm_gwalior|https://air.pc.cdn.bitgravity.com/air/live/pbaudio205/chunklist.m3u8
t_radio|MP AIR|Indore FM|img_fm_indore|https://air.pc.cdn.bitgravity.com/air/live/pbaudio212/chunklist.m3u8
t_radio|MP AIR|Jabalpur FM|img_fm_jabalpur|https://air.pc.cdn.bitgravity.com/air/live/pbaudio167/chunklist.m3u8
t_radio|MP AIR|Khandwa FM|img_fm_khandwa|https://air.pc.cdn.bitgravity.com/air/live/pbaudio143/playlist.m3u8
